# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-a" "data/sacCer3.ensGene.gtf" "-o" "data/sacCer.featureCounts.tsv" "bam/WT_C_1.bam" "bam/WT_C_2.bam" "bam/WT_C_3.bam" "bam/WT_E_1.bam" "bam/WT_E_2.bam" "bam/WT_E_3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/WT_C_1.bam	bam/WT_C_2.bam	bam/WT_C_3.bam	bam/WT_E_1.bam	bam/WT_E_2.bam	bam/WT_E_3.bam
YGR169C	chrVII	834689	835903	-	1215	335	306	406	421	494	499
YGR169C-A	chrVII	836387	836665	-	279	1551	1656	1827	1144	1379	1823
YGR170W	chrVII	837142	840558	+	3417	882	747	1044	981	1019	1187
YGR171C	chrVII	840824	842551	-	1728	474	455	533	922	806	580
YGR172C	chrVII	842845	843591	-	747	759	788	954	520	576	646
YGR173W	chrVII	843854	844960	+	1107	1121	1095	1070	716	361	551
tG(GCC)G1	chrVII	845649	845719	+	71	13	35	29	2	11	10
YGR174C	chrVII	845893	846405	-	513	706	873	813	5019	6697	5038
YGR174W-A	chrVII	846655	846741	+	87	27	32	42	375	538	426
YGR175C	chrVII	846933	848423	-	1491	7604	6416	3474	9359	5535	6550
YGR176W	chrVII	848720	849067	+	348	16	17	9	3	5	5
YGR177C	chrVII	848829	850436	-	1608	426	216	183	115	108	192
YGR178C	chrVII	851047	853215	-	2169	2927	2145	2505	3230	3150	3697
YGR179C	chrVII	853675	854895	-	1221	499	426	620	558	666	743
YGR180C	chrVII	855264	856301	-	1038	5166	4002	5795	4649	5776	5416
tL(CAA)G3	chrVII;chrVII	857378;857454	857421;857491	-;-	82	0	0	0	0	0	0
YGR181W	chrVII	858287	858604	+	318	548	469	694	1041	1187	1157
YGR182C	chrVII	858551	858904	-	354	1272	1792	872	2807	3668	2518
YGR183C	chrVII;chrVII	859063;859474	859260;859476	-;-	201	3131	3838	1973	6318	7141	5838
YGR184C	chrVII	859901	865753	-	5853	819	689	903	1760	1847	1418
YGR185C	chrVII	866336	867520	-	1185	4214	3032	4171	1520	1833	2751
YGR186W	chrVII	867774	869981	+	2208	2283	2128	3091	2973	3232	3825
YGR187C	chrVII	870232	871416	-	1185	1701	1609	1390	781	337	496
YGR188C	chrVII	872044	875109	-	3066	238	216	207	259	264	210
tK(CUU)G3	chrVII	876394	876466	+	73	0	0	2	1	2	0
YGR189C	chrVII	876669	878192	-	1524	6005	4438	2908	5812	4936	2374
tW(CCA)G2	chrVII;chrVII	878710;878780	878745;878815	-;-	72	2	0	0	1	3	2
YGR190C	chrVII	880296	880661	-	366	103	73	114	60	20	48
YGR191W	chrVII	880420	882231	+	1812	1289	1170	1320	965	508	641
YGR192C	chrVII	882812	883810	-	999	72087	66069	77672	81697	78108	93845
YGR193C	chrVII	884509	885741	-	1233	1425	883	1261	1333	1810	1759
YGR194C	chrVII	886073	887875	-	1803	714	553	1125	2345	4006	3685
YGR195W	chrVII	888882	889622	+	741	1142	936	922	733	679	635
YGR196C	chrVII	889733	892186	-	2454	911	867	1109	1331	1375	1646
YGR197C	chrVII	892497	894140	-	1644	375	373	799	585	1319	853
YGR198W	chrVII	894693	897146	+	2454	907	894	1192	1547	1484	1399
YGR199W	chrVII	897502	899781	+	2280	881	814	1055	985	893	1023
YGR200C	chrVII	899904	902270	-	2367	1971	1775	1826	970	410	494
YGR201C	chrVII	902520	903197	-	678	703	714	464	8288	11135	10150
YGR202C	chrVII	903474	904748	-	1275	1984	1527	1970	1629	1591	1583
YGR203W	chrVII	905237	905683	+	447	253	209	247	419	401	476
YGR204W	chrVII	905934	908774	+	2841	3764	2584	3336	2052	1926	2410
YGR204C-A	chrVII	909061	909174	-	114	15	20	54	84	141	109
YGR205W	chrVII	909213	910085	+	873	282	269	752	664	1119	1213
YGR206W	chrVII	910432	910737	+	306	476	639	619	818	1061	1099
YGR207C	chrVII	910843	911628	-	786	2122	2280	2139	3482	3213	3332
YGR208W	chrVII	911883	912812	+	930	2055	2049	1518	1107	786	1076
YGR209C	chrVII	912913	913227	-	315	4129	5056	6230	16018	17832	18188
YGR210C	chrVII	913503	914738	-	1236	1854	1929	2238	1327	1305	1545
YGR211W	chrVII	915241	916701	+	1461	2171	1554	1872	1258	972	1119
YGR212W	chrVII	917040	918446	+	1407	189	113	127	467	539	396
YGR213C	chrVII	918512	919465	-	954	154	145	112	503	570	389
YGR214W	chrVII;chrVII	920575;921120	920664;921788	+;+	759	24173	22588	23655	7226	3629	6885
YGR215W	chrVII	922175	922507	+	333	1100	1258	1067	2912	2337	1888
YGR216C	chrVII	922633	924462	-	1830	725	713	776	559	431	459
YGR217W	chrVII	924696	930815	+	6120	510	584	504	380	320	284
tG(GCC)G2	chrVII	930953	931023	-	71	12	9	11	0	0	0
YGR218W	chrVII	932541	935795	+	3255	1461	1719	2365	2299	2091	2160
YGR219W	chrVII	936035	936376	+	342	2	1	3	4	9	2
YGR220C	chrVII	936074	936883	-	810	869	859	816	1520	1473	1147
YGR221C	chrVII	937124	938992	-	1869	329	205	376	306	340	357
snR7-L	chrVII	939459	939672	-	214	1	0	2	1	1	0
snR7-S	chrVII	939494	939672	-	179	0	0	0	0	0	0
YGR222W	chrVII	939923	940804	+	882	1010	1195	1344	2021	2332	2423
YGR223C	chrVII	940869	942215	-	1347	479	509	817	1529	2385	1926
YGR224W	chrVII	942806	944647	+	1842	184	103	233	239	359	486
YGR225W	chrVII;chrVII	945145;946421	946327;947019	+;+	1782	25	17	39	114	241	275
YGR226C	chrVII	946792	947001	-	210	0	0	0	0	0	0
YGR227W	chrVII	947420	948997	+	1578	357	270	384	195	429	423
YGR228W	chrVII	949365	949709	+	345	5	6	5	8	4	1
YGR229C	chrVII	949382	950899	-	1518	2721	2450	3058	2537	1474	1559
YGR230W	chrVII	951894	952307	+	414	363	306	359	233	417	561
YGR231C	chrVII	952548	953480	-	933	2394	2237	2778	9740	9222	6698
YGR232W	chrVII	953960	954646	+	687	950	923	1242	2171	2268	2209
YGR233C	chrVII	954674	958210	-	3537	642	589	480	786	669	592
YGR234W	chrVII	959904	961103	+	1200	25890	24711	8999	10449	4278	1110
YGR235C	chrVII	961360	962061	-	702	1886	2184	2046	5033	4743	4493
YGR236C	chrVII	962530	962817	-	288	11	26	31	912	2999	1969
YGR237C	chrVII	963298	965655	-	2358	677	463	1024	1088	1807	1998
YGR238C	chrVII	966039	968687	-	2649	600	634	652	538	820	866
YGR239C	chrVII	969187	970053	-	867	976	806	700	1321	999	608
YGR240C	chrVII	970771	973734	-	2964	6672	5264	6211	7851	3979	3913
YGR240C-A	chrVII	974577	974777	-	201	190	289	204	205	160	176
YGR241C	chrVII	974875	976581	-	1707	478	317	561	432	828	870
YGR242W	chrVII	976415	976723	+	309	21	7	11	12	25	32
YGR243W	chrVII	977336	977776	+	441	277	327	2093	1067	2709	1888
YGR244C	chrVII	978036	979319	-	1284	1811	1328	2179	7484	9283	10215
YGR245C	chrVII	979765	982068	-	2304	1982	1520	1712	743	265	217
YGR246C	chrVII	982482	984272	-	1791	746	735	1076	982	811	1012
YGR247W	chrVII	984966	985685	+	720	684	800	1036	827	1193	1182
YGR248W	chrVII	985972	986739	+	768	272	234	842	1618	7809	9762
YGR249W	chrVII	988049	989419	+	1371	301	249	295	386	163	141
YGR250C	chrVII	991176	993521	-	2346	3360	4078	6117	13977	4876	5342
YGR251W	chrVII	995639	996229	+	591	672	458	426	1483	185	213
YGR252W	chrVII	996869	998188	+	1320	890	720	1177	839	867	1060
YGR253C	chrVII	998358	999140	-	783	5447	5794	5859	10961	9820	8693
YGR254W	chrVII	1000927	1002240	+	1314	24666	22621	26680	52062	44489	50191
YGR255C	chrVII	1002523	1003962	-	1440	1006	868	1469	3513	5130	4658
tT(UGU)G2	chrVII	1004216	1004287	+	72	2	1	1	0	4	2
YGR256W	chrVII	1004624	1006102	+	1479	107	85	160	12035	17406	18840
YGR257C	chrVII	1006205	1007305	-	1101	1999	2380	2786	2843	2402	2297
YGR258C	chrVII	1007671	1010766	-	3096	448	542	774	2077	1500	1482
YGR259C	chrVII	1012481	1012921	-	441	2	2	0	1	3	1
YGR260W	chrVII	1012485	1014089	+	1605	2079	1506	2056	1154	1295	1499
YGR261C	chrVII	1014321	1016750	-	2430	1345	1448	1620	1882	1616	1393
YGR262C	chrVII	1016974	1017759	-	786	1420	1615	1509	1288	1266	1255
YGR263C	chrVII	1017967	1019241	-	1275	436	536	582	1022	953	1075
YGR264C	chrVII	1019598	1021853	-	2256	4594	3977	4695	2455	842	1372
YGR265W	chrVII	1021648	1022058	+	411	6	8	26	6	10	16
YGR266W	chrVII	1022656	1024761	+	2106	773	716	749	606	675	745
YGR267C	chrVII	1025004	1025735	-	732	5601	6047	5046	3984	3564	3599
YGR268C	chrVII	1026057	1026653	-	597	287	223	433	897	1319	1183
YGR269W	chrVII	1026636	1026962	+	327	24	12	24	47	53	78
YGR270W	chrVII	1027370	1031509	+	4140	1064	930	1396	1732	1940	2071
YGR270C-A	chrVII	1027382	1027600	-	219	0	0	0	0	0	0
YGR271W	chrVII	1031791	1037694	+	5904	573	537	691	1052	849	666
YGR271C-A	chrVII	1037800	1038501	-	702	1767	2006	1396	567	190	295
YGR273C	chrVII	1038715	1039239	-	525	0	0	0	2	0	3
YGR274C	chrVII	1039895	1043095	-	3201	960	997	1151	1412	1254	1175
YGR275W	chrVII	1043276	1043749	+	474	1293	1256	1383	1558	1415	1386
YGR276C	chrVII	1043819	1045480	-	1662	1491	1700	1710	2482	2040	2006
YGR277C	chrVII	1045644	1046561	-	918	1383	1751	1244	2835	3077	2230
YGR278W	chrVII	1046731	1048464	+	1734	584	421	447	547	684	771
YGR279C	chrVII	1048798	1049958	-	1161	2930	2586	3740	1079	1560	2382
YGR280C	chrVII	1050910	1051725	-	816	1143	681	870	325	411	484
YGR281W	chrVII	1052824	1057257	+	4434	699	918	1146	2641	3695	2970
YGR282C	chrVII	1057783	1058724	-	942	14225	12226	11373	16774	16798	16086
YGR283C	chrVII	1059015	1060040	-	1026	1062	1075	839	559	300	306
YGR284C	chrVII	1060658	1061590	-	933	2635	2829	3065	5125	4888	4859
YGR285C	chrVII	1061852	1063153	-	1302	5735	4194	5563	2960	2304	3396
YGR286C	chrVII	1063813	1064940	-	1128	1226	1545	1249	2766	2944	1773
YGR287C	chrVII	1067222	1068991	-	1770	68	93	130	194	194	175
YGR288W	chrVII	1070293	1071714	+	1422	237	248	387	446	766	647
YGR289C	chrVII	1073963	1075813	-	1851	161	152	442	601	759	777
YGR290W	chrVII	1075482	1075925	+	444	6	6	26	13	15	21
YGR291C	chrVII	1076283	1076504	-	222	0	0	2	2	2	1
YGR292W	chrVII	1076599	1078353	+	1755	10	21	38	278	149	81
YGR293C	chrVII	1079885	1080346	-	462	5	2	13	5	1	9
YGR294W	chrVII	1080306	1080668	+	363	3	8	17	12	13	4
YGR295C	chrVII	1081584	1082729	-	1146	2382	2233	2572	3788	5322	4400
YGR296W	chrVII;chrVII	1084864;1085031	1084882;1090591	+;+	5580	0	0	0	1	0	0
YGR296C-A	chrVII	1088870	1089445	-	576	0	0	0	0	0	0
YGR296C-B	chrVII	1089746	1090228	-	483	0	0	0	0	0	0
YLL067C	chrXII;chrXII	585;4015	3915;4301	-;-	3618	15	11	17	13	14	21
YLL067W-A	chrXII	843	1325	+	483	0	0	0	0	0	0
YLL066W-B	chrXII	5605	5775	+	171	0	0	0	0	0	1
YLL066C	chrXII;chrXII	6120;9550	9450;9836	-;-	3618	17	16	20	20	16	25
YLL066W-A	chrXII	6486	6968	+	483	0	0	0	0	0	0
YLL065W	chrXII	11726	12076	+	351	0	0	0	0	0	0
YLL064C	chrXII	13083	13445	-	363	0	0	0	0	0	0
YLL063C	chrXII	14648	16072	-	1425	131	89	174	163	313	369
YLL062C	chrXII	16639	17613	-	975	34	14	54	115	169	156
YLL061W	chrXII	17956	19707	+	1752	79	59	100	332	311	469
YLL060C	chrXII	21138	21839	-	702	633	632	511	2356	2480	1987
YLL059C	chrXII	22474	22980	-	507	50	47	85	76	49	88
YLL058W	chrXII	23569	25296	+	1728	239	215	284	875	1201	1018
YLL057C	chrXII	25756	26994	-	1239	165	151	207	274	394	519
YLL056C	chrXII	27409	28305	-	897	83	59	128	490	999	542
YLL055W	chrXII	30109	31704	+	1596	306	367	525	221	487	479
YLL054C	chrXII	32673	35204	-	2532	271	255	402	449	312	224
YLL053C	chrXII	35503	35961	-	459	547	444	115	300	66	29
YLL052C	chrXII	35912	36361	-	450	438	309	92	223	44	20
YLL051C	chrXII	37333	39471	-	2139	1055	790	1163	1263	623	743
YLL050C	chrXII;chrXII	39804;40401	40221;40414	-;-	432	8642	9759	10652	11562	11798	13629
YLL049W	chrXII	40666	41205	+	540	642	632	778	756	718	734
YLL048C	chrXII	41280	46265	-	4986	1981	2109	2179	1558	1864	2072
YLL047W	chrXII	46672	47055	+	384	4	5	0	4	10	11
YLL046C	chrXII	46714	47463	-	750	2	0	8	2	14	18
YLL045C	chrXII	47859	48629	-	771	10992	9789	10852	2759	1154	2232
YLL044W	chrXII	48216	48662	+	447	3	2	1	1	3	4
YLL043W	chrXII	49938	51947	+	2010	1196	972	1480	1243	1270	1782
YLL042C	chrXII	52087	52590	-	504	136	233	155	244	263	225
YLL041C	chrXII	53131	53931	-	801	3352	3442	2337	5508	9230	8897
YLL040C	chrXII	54211	63645	-	9435	768	808	984	2079	2182	2204
YLL039C	chrXII	64062	65207	-	1146	5595	6136	4122	18202	19214	15977
YLL038C	chrXII	65775	66518	-	744	177	134	242	258	109	199
YLL037W	chrXII	66562	66942	+	381	2	1	5	1	3	1
YLL036C	chrXII	66745	68256	-	1512	1188	1015	1192	908	803	1029
YLL035W	chrXII	68580	70478	+	1899	442	384	368	390	238	219
YLL034C	chrXII	70633	73146	-	2514	926	880	853	532	115	174
YLL033W	chrXII	73409	74101	+	693	248	269	272	215	225	192
YLL032C	chrXII	74270	76747	-	2478	391	258	306	265	250	254
YLL031C	chrXII	77152	80205	-	3054	951	711	1075	992	1004	958
YLL030C	chrXII	80356	80697	-	342	0	0	0	0	0	2
YLL029W	chrXII	81461	83710	+	2250	2153	1923	2693	3194	4587	3888
YLL028W	chrXII	84804	86564	+	1761	729	593	695	786	700	1333
YLL027W	chrXII	87403	88155	+	753	1475	1294	1484	1218	2234	1839
YLL026W	chrXII	88623	91349	+	2727	7415	7338	13780	21110	38020	34546
tP(UGG)L	chrXII;chrXII	92548;92615	92583;92650	+;+	72	0	1	0	0	0	0
YLL025W	chrXII	94747	95121	+	375	57	30	42	87	117	94
YLL024C	chrXII	95566	97485	-	1920	11156	10045	12331	8122	10844	11648
YLL023C	chrXII	97997	98836	-	840	792	877	1134	605	2478	2782
YLL022C	chrXII	99044	100201	-	1158	590	502	627	354	357	358
YLL021W	chrXII	100947	105347	+	4401	1038	895	1095	408	308	352
YLL020C	chrXII	105556	105861	-	306	8	8	13	22	49	25
YLL019C	chrXII	105686	107899	-	2214	370	255	411	837	975	824
YLL019W-A	chrXII	106908	107000	+	93	0	0	0	0	0	0
YLL018C-A	chrXII	108676	108972	-	297	238	140	196	349	329	408
YLL018C	chrXII	109902	111575	-	1674	4207	3275	4689	2758	2792	4216
YLL017W	chrXII	112234	112545	+	312	22	9	10	23	35	40
YLL016W	chrXII	112847	115993	+	3147	241	179	194	374	624	626
YLL015W	chrXII	116432	121111	+	4680	987	1026	1334	2207	2728	2243
YLL014W	chrXII	121322	121648	+	327	1267	1609	1394	1110	1144	1350
YLL013C	chrXII	122075	124714	-	2640	102	108	162	332	219	182
YLL012W	chrXII	125534	127255	+	1722	424	333	315	649	378	339
YLL011W	chrXII	127523	128992	+	1470	1151	1104	1052	614	212	378
YLL010C	chrXII	129330	130613	-	1284	284	195	661	273	244	743
YLL009C	chrXII	131205	131414	-	210	1072	1367	1239	4066	3966	3529
YLL008W	chrXII	131729	133987	+	2259	2510	2060	2201	1006	230	291
YLL007C	chrXII	134302	136299	-	1998	248	242	419	228	319	412
YLL006W-A	chrXII	136345	136521	+	177	0	3	3	1	4	4
YLL006W	chrXII	136586	137866	+	1281	267	206	252	449	368	413
YLL005C	chrXII	137940	140546	-	2607	249	230	305	364	615	491
YLL004W	chrXII	141073	142923	+	1851	509	402	439	416	337	380
YLL003W	chrXII	143201	146041	+	2841	762	697	811	936	756	757
YLL002W	chrXII	146291	147601	+	1311	319	264	350	222	378	240
YLL001W	chrXII	147890	150163	+	2274	742	711	965	1889	1985	1853
YLR001C	chrXII	151389	153977	-	2589	548	541	576	1125	1520	1224
YLR002C	chrXII	154343	156334	-	1992	1507	1040	1148	766	218	348
YLR003C	chrXII	156855	157730	-	876	2164	2336	1751	885	448	407
YLR004C	chrXII	157934	159505	-	1572	144	126	147	250	207	238
YLR005W	chrXII	160049	161434	+	1386	1661	1743	1657	1674	1863	1904
YLR006C	chrXII	161755	163893	-	2139	788	675	937	958	1963	1583
YLR007W	chrXII	164392	165402	+	1011	1007	1295	1058	1284	1141	935
YLR008C	chrXII	165577	166083	-	507	1235	1287	1446	1351	1197	941
YLR009W	chrXII	166537	167136	+	600	2827	2497	2788	1048	292	512
YLR010C	chrXII	167320	167802	-	483	226	303	286	467	274	327
tS(AGA)L	chrXII	167944	168025	-	82	1	2	2	2	0	0
YLR011W	chrXII	169103	169678	+	576	582	605	486	715	886	626
YLR012C	chrXII	169982	170281	-	300	1	3	3	3	5	4
YLR013W	chrXII	171339	171764	+	426	0	3	0	2	0	5
YLR014C	chrXII	172268	174982	-	2715	295	245	229	246	157	173
YLR015W	chrXII	175227	176744	+	1518	631	619	661	807	566	598
YLR016C	chrXII	176802	177416	-	615	832	977	897	1067	961	1023
YLR017W	chrXII	177608	178621	+	1014	1753	1350	1784	1135	671	1022
YLR018C	chrXII	178707	179606	-	900	1645	1684	1376	1297	1347	1295
YLR019W	chrXII	180288	181481	+	1194	1020	583	905	759	925	1200
YLR020C	chrXII	181789	183405	-	1617	1376	1279	1485	2114	1407	1177
YLR021W	chrXII	183623	184162	+	540	840	920	803	1527	1176	958
YLR022C	chrXII	184174	184926	-	753	1967	2170	1557	1085	768	981
YLR023C	chrXII	185498	187129	-	1632	1339	964	1082	3625	791	1260
YLR024C	chrXII	187663	193281	-	5619	274	296	277	889	632	525
YLR025W	chrXII	194452	195174	+	723	2455	2132	2091	3186	4433	3399
YLR026C	chrXII	195450	196472	-	1023	523	400	581	688	1037	999
YLR027C	chrXII	196829	198085	-	1257	5638	4667	5612	4330	4946	4545
snR30	chrXII	198784	199389	+	606	261	272	345	201	81	72
YLR028C	chrXII	199540	201315	-	1776	5206	4873	5870	13016	12758	14438
YLR029C	chrXII	201976	202590	-	615	29201	31424	29991	13247	4906	9839
YLR030W	chrXII	203290	204081	+	792	116	137	136	409	464	400
YLR031W	chrXII	204225	204785	+	561	76	84	89	344	379	266
YLR032W	chrXII	204991	208500	+	3510	522	521	535	414	505	387
YLR033W	chrXII	208761	210269	+	1509	1217	1101	1351	1260	1256	1305
YLR034C	chrXII	210512	211933	-	1422	1352	889	1507	831	968	1225
YLR035C	chrXII	212369	214456	-	2088	253	194	303	372	335	478
tA(UGC)L	chrXII	214883	214955	-	73	0	2	2	0	0	0
YLR035C-A	chrXII	215440	218907	-	3468	3	2	4	3	4	3
YLR036C	chrXII	221521	222132	-	612	502	683	770	562	667	620
YLR037C	chrXII	222685	223059	-	375	18	29	53	87	111	107
YLR038C	chrXII	224921	225172	-	252	3490	4283	2106	5169	4274	4261
YLR039C	chrXII	225426	228596	-	3171	591	595	668	1077	802	686
YLR040C	chrXII	228908	229582	-	675	107	68	122	160	154	165
YLR041W	chrXII	229377	229697	+	321	17	11	18	31	23	30
YLR042C	chrXII	229966	230451	-	486	94	56	211	99	128	113
YLR043C	chrXII	231702	232013	-	312	5679	6311	6293	7704	8144	8602
YLR044C	chrXII	232390	234081	-	1692	27820	25340	47026	25051	20161	34169
YLR045C	chrXII	235037	237703	-	2667	945	578	646	405	583	402
YLR046C	chrXII	238001	238813	-	813	213	247	290	601	657	552
YLR047C	chrXII	239347	241407	-	2061	125	91	159	389	175	299
YLR048W	chrXII;chrXII	242232;242681	242321;243349	+;+	759	12684	10053	11784	5356	2460	4124
YLR049C	chrXII	243886	245172	-	1287	1081	1039	993	420	979	985
YLR050C	chrXII	245587	246072	-	486	1167	1248	810	601	921	713
YLR051C	chrXII	246324	246977	-	654	1532	1549	1385	1080	515	572
YLR052W	chrXII	247201	247953	+	753	1034	716	964	1035	1073	1132
YLR053C	chrXII	248100	248426	-	327	110	107	111	121	181	130
YLR054C	chrXII;chrXII	248717;250948	250860;250978	-;-	2175	126	213	122	1315	3089	974
YLR055C	chrXII	251272	253080	-	1809	302	229	504	302	547	760
YLR056W	chrXII	253861	254958	+	1098	6445	4887	3903	16654	8668	9953
YLR057W	chrXII	255306	257855	+	2550	1210	881	816	1087	843	909
YLR058C	chrXII	257992	259401	-	1410	2120	1712	2112	1682	1130	1612
YLR059C	chrXII	259738	260547	-	810	971	651	758	947	905	1027
YLR060W	chrXII	260979	262766	+	1788	4499	3301	3528	2570	1616	2193
YLR061W	chrXII;chrXII	263194;263595	263205;263948	+;+	366	54	41	41	31	30	41
YLR062C	chrXII	263577	263954	-	378	28	18	43	19	6	14
YLR063W	chrXII	264157	265254	+	1098	178	148	127	93	51	57
YLR064W	chrXII	265456	266277	+	822	1410	1474	1161	1740	2381	1935
YLR065C	chrXII	266373	266918	-	546	1728	1853	1793	1427	1472	1570
YLR066W	chrXII	267169	267723	+	555	1546	1455	1591	1313	1328	1176
YLR067C	chrXII	267813	270710	-	2898	445	451	681	811	642	662
YLR068W	chrXII	271008	271463	+	456	1134	1305	1045	512	242	300
YLR069C	chrXII	271630	273915	-	2286	1925	1749	1478	6451	4122	2910
YLR070C	chrXII	274141	275211	-	1071	133	149	196	546	1276	1059
YLR071C	chrXII	275378	278626	-	3249	717	606	880	796	675	750
YLR072W	chrXII	278862	280943	+	2082	488	329	592	1136	1028	1287
YLR073C	chrXII	281019	281621	-	603	366	226	211	250	46	66
YLR074C	chrXII	281956	282456	-	501	1612	1337	1296	1604	834	1060
YLR075W	chrXII	282927	283592	+	666	12832	14016	13552	7392	4319	6083
YLR076C	chrXII	283185	283607	-	423	12	7	10	2	0	4
YLR077W	chrXII	283872	285623	+	1752	923	655	956	2845	2733	2185
YLR078C	chrXII;chrXII	285736;286557	286467;286559	-;-	735	1161	1351	1243	1809	1726	1818
YLR079W	chrXII	286820	287674	+	855	1576	1218	1497	1535	3028	3085
YLR080W	chrXII	287916	289250	+	1335	228	247	378	2086	2624	3035
YLR081W	chrXII	290212	291936	+	1725	22	39	70	75	82	104
YLR082C	chrXII	292394	293572	-	1179	397	517	716	461	657	947
YLR083C	chrXII	294091	296094	-	2004	1730	1521	1773	738	502	581
YLR084C	chrXII	296589	300251	-	3663	668	575	682	232	196	249
YLR085C	chrXII	300673	301989	-	1317	863	939	1010	1268	1297	1113
YLR086W	chrXII	302243	306499	+	4257	644	538	704	916	593	581
YLR087C	chrXII	306855	315731	-	8877	262	212	249	489	339	239
YLR088W	chrXII	316107	317951	+	1845	841	791	904	964	979	919
YLR089C	chrXII	318237	320015	-	1779	1425	1269	2472	3163	2800	2686
YLR090W	chrXII	320701	322080	+	1380	804	940	1544	2859	2607	1975
YLR091W	chrXII	322297	323178	+	882	282	273	503	275	286	367
YLR092W	chrXII	323544	326225	+	2682	230	174	380	240	269	527
YLR093C	chrXII;chrXII	326513;327400	327258;327415	-;-	762	2426	2788	3517	4101	5050	5570
YLR094C	chrXII	327730	329238	-	1509	282	233	571	814	890	1093
YLR095C	chrXII	329677	332115	-	2439	720	340	612	704	673	940
YLR096W	chrXII	332590	336033	+	3444	796	828	797	998	901	880
YLR097C	chrXII	336231	337265	-	1035	664	590	826	889	1072	1424
YLR098C	chrXII	337527	339473	-	1947	402	348	355	846	706	551
YLR099C	chrXII	339744	340928	-	1185	486	378	565	2845	4953	1962
YLR099W-A	chrXII	341325	341588	+	264	314	229	308	401	771	606
YLR100W	chrXII	341810	342853	+	1044	3255	2804	1608	2997	2827	2326
YLR101C	chrXII	342566	342961	-	396	19	15	12	36	133	46
YLR102C	chrXII	342970	343767	-	798	337	253	299	799	1419	1009
YLR103C	chrXII	343989	345941	-	1953	531	512	497	240	237	197
YLR104W	chrXII	346585	346980	+	396	876	954	776	1363	1247	876
YLR105C	chrXII	347047	348180	-	1134	902	1096	1150	1247	1170	1172
snR79	chrXII	348427	348510	-	84	5	1	7	3	3	7
YLR106C	chrXII	349006	363738	-	14733	1382	1510	1315	949	369	232
YLR107W	chrXII	364116	365330	+	1215	1213	1306	1376	4344	5912	2718
snR6	chrXII	366235	366346	+	112	2	5	6	4	0	6
YLR108C	chrXII	366667	368124	-	1458	465	515	1098	454	1157	836
YLR109W	chrXII	368781	369311	+	531	8949	8060	15324	31007	44049	39817
YLR110C	chrXII	369697	370098	-	402	26404	23180	23577	19335	25062	24705
YLR111W	chrXII	370391	370723	+	333	14	7	11	12	18	18
YLR112W	chrXII	370791	371210	+	420	75	60	126	45	42	94
YLR113W	chrXII	371620	372927	+	1308	4400	3673	3877	4388	4160	4587
tR(ACG)L	chrXII	374355	374427	+	73	0	0	0	0	2	0
YLR114C	chrXII	374944	377238	-	2295	1137	816	1257	1220	1021	1377
YLR115W	chrXII	377985	380564	+	2580	538	502	559	1073	891	710
YLR116W	chrXII	380822	382252	+	1431	201	169	347	399	511	594
YLR117C	chrXII	382471	384534	-	2064	549	418	651	779	962	998
YLR118C	chrXII	384725	385408	-	684	767	636	962	2005	3098	3694
YLR119W	chrXII	385534	386175	+	642	398	333	442	538	977	997
YLR120C	chrXII	386511	388220	-	1710	1338	1061	1641	4066	3167	2217
YLR120W-A	chrXII	388672	388773	+	102	12	11	23	134	96	22
YLR121C	chrXII	388744	390270	-	1527	779	757	919	6836	3786	2533
YLR122C	chrXII	390954	391331	-	378	8	13	16	46	37	18
YLR123C	chrXII	391078	391407	-	330	14	8	6	28	21	22
YLR124W	chrXII	391600	391944	+	345	15	8	34	26	12	28
YLR125W	chrXII	393484	393894	+	411	40	46	71	85	77	72
YLR126C	chrXII	394765	395520	-	756	854	800	831	1335	772	535
YLR127C	chrXII	395758	398319	-	2562	627	550	624	738	664	548
YLR128W	chrXII;chrXII	398530;398627	398532;399433	+;+	810	170	132	146	524	655	578
YLR129W	chrXII	399657	402488	+	2832	1972	2085	2082	1293	357	391
YLR130C	chrXII	402794	404062	-	1269	3669	2756	2412	1949	729	1225
YLR131C	chrXII	404510	406822	-	2313	513	259	429	278	535	587
YLR132C	chrXII	407283	408155	-	873	542	462	591	390	370	455
YLR133W	chrXII	408445	410193	+	1749	667	410	592	756	705	654
YLR134W	chrXII	410723	412414	+	1692	230	184	381	147	229	151
YLR135W	chrXII	413281	415527	+	2247	372	331	345	569	513	506
YLR136C	chrXII	415801	416658	-	858	1119	550	1016	1603	875	661
YLR137W	chrXII	417006	418109	+	1104	290	288	743	325	618	660
YLR138W	chrXII	418437	421394	+	2958	1506	1459	1890	2173	2545	2534
